Дата,Номер_договора,ID_клиента,Название_клиента,Тип_клиента,ID_менеджера,ФИО_менеджера,Категория,Количество,Цена_за_ед,Сумма,Статус
2026-01-28,Д-2026-00158,134,ООО «ЮгМет-134»,Опт,5,Соколова Е.Д.,Лист,65,404.23,26274.71,В работе
2026-01-28,Д-2026-01402,44,Кузнецов Сергей.,Розница,2,Петров Б.В.,Трубы,10,1044.21,10442.13,Оплачено
2026-01-28,Д-2026-01952,193,Соловьев Александр.,Розница,3,Сидоров В.Г.,Трубы,8,1179.65,9437.2,Оплачено
2026-01-28,Д-2026-01117,134,ООО «ЮгМет-134»,Опт,5,Соколова Е.Д.,Трубы,232,641.22,148763.92,Оплачено
2026-01-29,Д-2026-01033,194,Васильев Александр.,Розница,2,Петров Б.В.,Трубы,7,694.75,4863.25,В работе
2026-01-29,Д-2026-01277,175,Федоров Владимир.,Розница,2,Петров Б.В.,Трубы,4,447.95,1791.81,Отменено
2026-01-29,Д-2026-01746,132,ООО «ЦентрСталь-132»,Опт,2,Петров Б.В.,Трубы,408,632.01,257859.5,Оплачено
2026-01-29,Д-2026-00388,100,ООО «АрмТорг-100»,Опт,5,Соколова Е.Д.,Лист,248,457.3,113409.42,Оплачено
2026-01-29,Д-2026-01021,169,ООО «ВолгаМет-169»,Опт,2,Петров Б.В.,Арматура,534,327.56,174916.92,Оплачено
2026-01-29,Д-2026-01211,50,ООО «ДонСталь-050»,Опт,5,Соколова Е.Д.,Трубы,219,875.65,191767.79,Отменено
2026-01-29,Д-2026-00252,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Арматура,645,296.15,191019.66,Оплачено
2026-01-29,Д-2026-00998,25,Соколов Петр.,Розница,2,Петров Б.В.,Арматура,16,377.34,6037.41,Оплачено
2026-01-29,Д-2026-01372,82,Петров Алексей.,Розница,3,Сидоров В.Г.,Трубы,12,934.83,11217.92,Оплачено
2026-01-30,Д-2026-00705,62,ООО «МеталлИнвест-062»,Опт,1,Иванов А.А.,Арматура,845,382.15,322917.21,Оплачено
2026-01-30,Д-2026-00964,125,ООО «ЛистМет-125»,Опт,2,Петров Б.В.,Арматура,667,130.8,87241.65,В работе
2026-01-30,Д-2026-00386,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Арматура,22,302.82,6662.02,Оплачено
2026-01-30,Д-2026-00293,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,116,484.95,56254.3,Оплачено
2026-01-30,Д-2026-00587,38,ООО «СтальИндустрия-038»,Опт,2,Петров Б.В.,Трубы,259,536.84,139042.03,Оплачено
2026-01-30,Д-2026-01067,140,Тимофеев Николай.,Розница,2,Петров Б.В.,Арматура,6,364.71,2188.24,Оплачено
2026-01-31,Д-2026-00418,54,Васильев Сергей.,Розница,2,Петров Б.В.,Трубы,7,351.96,2463.71,Оплачено
2026-01-31,Д-2026-00182,110,ООО «ДонСталь-110»,Опт,1,Иванов А.А.,Трубы,222,750.77,166671.88,Оплачено
2026-01-31,Д-2026-01930,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Трубы,8,953.3,7626.43,В работе
2026-01-31,Д-2026-01105,113,Соловьев Дмитрий.,Розница,4,Кузнецов Д.Е.,Лист,2,303.22,606.43,Оплачено
2026-01-31,Д-2026-00633,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Метизы,55,239.05,13147.69,Оплачено
2026-01-31,Д-2026-01734,166,Попов Владимир.,Розница,2,Петров Б.В.,Трубы,14,888.14,12433.96,Оплачено
2026-01-31,Д-2026-00078,25,Соколов Петр.,Розница,2,Петров Б.В.,Лист,8,508.72,4069.78,Оплачено
2026-01-31,Д-2026-01851,4,Кузнецов Иван.,Розница,3,Сидоров В.Г.,Метизы,60,90.93,5455.85,Отменено
2026-01-31,Д-2026-00693,41,ООО «СтальПром-041»,Опт,2,Петров Б.В.,Трубы,203,286.18,58093.6,Оплачено
2026-01-31,Д-2026-01889,62,ООО «МеталлИнвест-062»,Опт,1,Иванов А.А.,Трубы,121,937.32,113415.79,Оплачено
2026-02-01,Д-2026-00675,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Трубы,14,485.21,6793.01,В работе
2026-02-01,Д-2026-00976,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,44,523.34,23027.13,Отменено
2026-02-01,Д-2026-01689,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,15,635.72,9535.85,Отозвано
2026-02-01,Д-2026-00578,95,Федоров Алексей.,Розница,4,Кузнецов Д.Е.,Метизы,21,162.59,3414.45,В работе
2026-02-01,Д-2026-00714,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Арматура,496,473.78,234993.94,Оплачено
2026-02-01,Д-2026-00806,86,ООО «ПрофМет-086»,Опт,2,Петров Б.В.,Трубы,149,817.76,121846.35,Оплачено
2026-02-01,Д-2026-01710,95,Федоров Алексей.,Розница,4,Кузнецов Д.Е.,Метизы,43,156.64,6735.69,В работе
2026-02-01,Д-2026-01892,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Лист,233,481.27,112136.58,Отменено
2026-02-01,Д-2026-00370,78,ООО «СтальИндустрия-078»,Опт,2,Петров Б.В.,Метизы,1963,225.1,441879.64,Оплачено
2026-02-01,Д-2026-00215,93,Соловьев Алексей.,Розница,2,Петров Б.В.,Арматура,12,637.41,7648.89,В работе
2026-02-01,Д-2026-01184,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Арматура,27,381.35,10296.36,Оплачено
2026-02-01,Д-2026-00539,30,ООО «ДонСталь-030»,Опт,5,Соколова Е.Д.,Метизы,1558,189.2,294770.15,В работе
2026-02-01,Д-2026-01285,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Лист,1,406.01,406.01,Оплачено
2026-02-01,Д-2026-01024,195,ООО «ВостокМет-195»,Опт,5,Соколова Е.Д.,Лист,209,207.74,43418.6,Оплачено
2026-02-01,Д-2026-00337,8,Козлов Иван.,Розница,4,Кузнецов Д.Е.,Лист,2,327.22,654.43,Оплачено
2026-02-02,Д-2026-01442,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Лист,7,379.54,2656.79,В работе
2026-02-02,Д-2026-01012,138,Семенов Николай.,Розница,2,Петров Б.В.,Трубы,2,518.06,1036.13,Отозвано
2026-02-02,Д-2026-00734,71,Волков Андрей.,Розница,4,Кузнецов Д.Е.,Арматура,9,155.25,1397.24,Оплачено
2026-02-02,Д-2026-00715,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Арматура,9,568.22,5113.98,В работе
2026-02-02,Д-2026-00718,53,Соловьев Сергей.,Розница,3,Сидоров В.Г.,Арматура,18,594.71,10704.85,Оплачено
2026-02-02,Д-2026-01602,156,ООО «БелМеталл-156»,Опт,2,Петров Б.В.,Арматура,551,280.29,154437.84,Оплачено
2026-02-02,Д-2026-01171,161,Иванов Владимир.,Розница,2,Петров Б.В.,Трубы,7,554.25,3879.74,В работе
2026-02-02,Д-2026-01168,49,Новиков Сергей.,Розница,4,Кузнецов Д.Е.,Лист,1,450.85,450.85,Оплачено
2026-02-02,Д-2026-00107,185,ООО «ЛистМет-185»,Опт,5,Соколова Е.Д.,Трубы,70,1038.71,72709.74,Отменено
2026-02-02,Д-2026-01459,166,Попов Владимир.,Розница,2,Петров Б.В.,Арматура,28,666.16,18652.41,Оплачено
2026-02-02,Д-2026-01933,141,Иванов Михаил.,Розница,4,Кузнецов Д.Е.,Трубы,5,331.64,1658.22,Оплачено
2026-02-02,Д-2026-01511,166,Попов Владимир.,Розница,2,Петров Б.В.,Трубы,9,317.91,2861.2,В работе
2026-02-02,Д-2026-00301,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Метизы,60,83.43,5005.59,Отменено
2026-02-02,Д-2026-01978,14,ООО «ЮгМет-014»,Опт,2,Петров Б.В.,Арматура,406,469.68,190688.33,Оплачено
2026-02-02,Д-2026-00532,124,ООО «АрмСтрой-124»,Опт,5,Соколова Е.Д.,Лист,41,401.82,16474.53,Оплачено
2026-02-02,Д-2026-01722,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Метизы,625,63.82,39885.98,Оплачено
2026-02-02,Д-2026-01748,130,Морозов Николай.,Розница,3,Сидоров В.Г.,Лист,9,882.71,7944.35,В работе
2026-02-02,Д-2026-00227,98,Семенов Алексей.,Розница,2,Петров Б.В.,Метизы,40,23.08,923.3,Оплачено
2026-02-03,Д-2026-01159,152,ООО «ЦентрСталь-152»,Опт,5,Соколова Е.Д.,Арматура,789,180.17,142155.83,Оплачено
2026-02-03,Д-2026-01295,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Арматура,13,458.09,5955.23,Оплачено
2026-02-03,Д-2026-00641,197,Павлов Александр.,Розница,3,Сидоров В.Г.,Метизы,17,244.43,4155.3,Оплачено
2026-02-03,Д-2026-01821,186,Попов Александр.,Розница,4,Кузнецов Д.Е.,Трубы,7,488.48,3419.34,Отозвано
2026-02-03,Д-2026-01181,74,Васильев Андрей.,Розница,3,Сидоров В.Г.,Лист,3,225.35,676.04,В работе
2026-02-03,Д-2026-00308,71,Волков Андрей.,Розница,4,Кузнецов Д.Е.,Лист,8,713.14,5705.09,В работе
2026-02-03,Д-2026-00300,137,Павлов Николай.,Розница,2,Петров Б.В.,Арматура,24,443.36,10640.7,Отменено
2026-02-03,Д-2026-00771,194,Васильев Александр.,Розница,2,Петров Б.В.,Метизы,27,44.43,1199.59,В работе
2026-02-03,Д-2026-00141,42,Петров Сергей.,Розница,2,Петров Б.В.,Метизы,12,243.08,2916.96,Оплачено
2026-02-04,Д-2026-00272,67,ООО «УралСталь-067»,Опт,1,Иванов А.А.,Трубы,290,748.83,217160.7,Оплачено
2026-02-04,Д-2026-01679,187,Лебедев Александр.,Розница,3,Сидоров В.Г.,Трубы,2,716.81,1433.61,Оплачено
2026-02-04,Д-2026-01282,161,Иванов Владимир.,Розница,2,Петров Б.В.,Арматура,18,162.73,2929.15,Оплачено
2026-02-04,Д-2026-01916,183,Сидоров Александр.,Розница,3,Сидоров В.Г.,Лист,5,609.46,3047.28,В работе
2026-02-04,Д-2026-00643,198,Семенов Александр.,Розница,3,Сидоров В.Г.,Арматура,19,398.2,7565.74,Отменено
2026-02-04,Д-2026-01986,151,Волков Михаил.,Розница,3,Сидоров В.Г.,Трубы,1,750.08,750.08,Оплачено
2026-02-04,Д-2026-01230,144,ООО «АрмСтрой-144»,Опт,2,Петров Б.В.,Арматура,708,238.87,169117.08,Оплачено
2026-02-04,Д-2026-01565,170,Морозов Владимир.,Розница,2,Петров Б.В.,Арматура,5,501.79,2508.95,Оплачено
2026-02-04,Д-2026-01077,130,Морозов Николай.,Розница,3,Сидоров В.Г.,Арматура,29,338.63,9820.32,Оплачено
2026-02-05,Д-2026-01321,75,Федоров Андрей.,Розница,2,Петров Б.В.,Метизы,70,115.92,8114.56,В работе
2026-02-05,Д-2026-01838,109,ООО «ВолгаМет-109»,Опт,1,Иванов А.А.,Трубы,453,307.67,139374.78,Оплачено
2026-02-05,Д-2026-00804,29,Новиков Петр.,Розница,3,Сидоров В.Г.,Лист,3,291.22,873.67,В работе
2026-02-05,Д-2026-01280,184,Кузнецов Александр.,Розница,2,Петров Б.В.,Трубы,13,692.26,8999.43,Оплачено
2026-02-05,Д-2026-00319,170,Морозов Владимир.,Розница,2,Петров Б.В.,Трубы,7,442.76,3099.33,Отменено
2026-02-05,Д-2026-01902,35,Федоров Петр.,Розница,3,Сидоров В.Г.,Трубы,5,788.43,3942.16,Отменено
2026-02-05,Д-2026-01974,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Арматура,4,662.87,2651.49,Оплачено
2026-02-05,Д-2026-01128,183,Сидоров Александр.,Розница,3,Сидоров В.Г.,Трубы,1,334.04,334.04,Оплачено
2026-02-05,Д-2026-01332,175,Федоров Владимир.,Розница,2,Петров Б.В.,Трубы,13,539.05,7007.63,В работе
2026-02-05,Д-2026-01292,194,Васильев Александр.,Розница,2,Петров Б.В.,Арматура,10,267.85,2678.49,Оплачено
2026-02-06,Д-2026-01720,157,Павлов Михаил.,Розница,4,Кузнецов Д.Е.,Метизы,57,108.56,6187.89,Отменено
2026-02-06,Д-2026-01387,171,Волков Владимир.,Розница,4,Кузнецов Д.Е.,Трубы,11,619.5,6814.45,Оплачено
2026-02-06,Д-2026-00554,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,156,643.76,100426.38,В работе
2026-02-06,Д-2026-01624,134,ООО «ЮгМет-134»,Опт,5,Соколова Е.Д.,Трубы,296,560.51,165911.81,Оплачено
2026-02-06,Д-2026-00220,76,Ковалев Андрей.,Розница,3,Сидоров В.Г.,Трубы,4,356.29,1425.15,Отменено
2026-02-06,Д-2026-01670,27,ООО «УралСталь-027»,Опт,5,Соколова Е.Д.,Трубы,296,934.77,276692.4,Оплачено
2026-02-06,Д-2026-01876,48,Козлов Сергей.,Розница,2,Петров Б.В.,Трубы,6,550.84,3305.02,Отменено
2026-02-06,Д-2026-01035,138,Семенов Николай.,Розница,2,Петров Б.В.,Арматура,27,205.64,5552.28,Оплачено
2026-02-07,Д-2026-00977,86,ООО «ПрофМет-086»,Опт,2,Петров Б.В.,Арматура,728,274.22,199632.12,Оплачено
2026-02-07,Д-2026-00664,130,Морозов Николай.,Розница,3,Сидоров В.Г.,Арматура,20,271.28,5425.6,Оплачено
2026-02-07,Д-2026-00041,136,ООО «БелМеталл-136»,Опт,5,Соколова Е.Д.,Арматура,722,488.34,352584.3,Оплачено
2026-02-07,Д-2026-00516,180,ООО «АрмТорг-180»,Опт,5,Соколова Е.Д.,Лист,266,567.67,151001.26,Оплачено
2026-02-07,Д-2026-01410,194,Васильев Александр.,Розница,2,Петров Б.В.,Трубы,10,517.72,5177.15,Оплачено
2026-02-07,Д-2026-00882,86,ООО «ПрофМет-086»,Опт,2,Петров Б.В.,Арматура,540,494.87,267232.33,Оплачено
2026-02-07,Д-2026-00013,90,Морозов Алексей.,Розница,3,Сидоров В.Г.,Арматура,6,593.41,3560.46,В работе
2026-02-07,Д-2026-00282,48,Козлов Сергей.,Розница,2,Петров Б.В.,Арматура,23,646.35,14866.03,Оплачено
2026-02-07,Д-2026-01601,162,Петров Владимир.,Розница,3,Сидоров В.Г.,Лист,4,238.65,954.61,Отозвано
2026-02-07,Д-2026-01107,181,ООО «СтальПром-181»,Опт,5,Соколова Е.Д.,Лист,98,469.71,46031.48,Оплачено
